cell_line,verhaak_subtype,confidence_score,score_Classical,score_Mesenchymal,score_Proneural,genes_Classical,genes_Mesenchymal,genes_Proneural
ACH-000570,Proneural,0.2012422048176902,0.1591092849448245,0.1919602181844529,0.2012422048176902,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000075,Mesenchymal,0.5233550592644822,0.0321958908692502,0.5233550592644822,-0.5721145401122288,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000376,Mesenchymal,0.5842153976976684,0.0280928304183151,0.5842153976976684,-0.2497545348100402,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000269,Classical,-0.2968483933434908,-0.2968483933434908,-0.6497538357352342,-0.595117726225041,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-001611,Mesenchymal,0.3944187753609216,-0.2470435637616182,0.3944187753609216,0.3421686955761867,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000098,Mesenchymal,0.2977124383220798,-0.1200374206789811,0.2977124383220798,-0.2586493620142848,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000887,Proneural,-0.2519885912986108,-0.5357277983236499,-0.321695539653997,-0.2519885912986108,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000368,Mesenchymal,0.2682071720757969,0.1377288505059347,0.2682071720757969,-0.1685977676432699,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000760,Proneural,0.1267912927894469,-0.7001754070534627,-0.7912641156239106,0.1267912927894469,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-001610,Classical,0.4488590822524564,0.4488590822524564,0.1322641694031471,0.0301391402983655,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-002680,Classical,0.8973273358300287,0.8973273358300287,0.3587492454267788,-0.1329493884740731,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000231,Classical,0.114515887594915,0.114515887594915,0.0727633079703845,0.0343575344647947,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-003438,Mesenchymal,0.2277563158156315,-0.1849304046857008,0.2277563158156315,-0.1498271531431463,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000738,Proneural,0.6207439029495203,-0.4686640701346093,-0.4814591087894709,0.6207439029495203,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-002681,Proneural,-0.4955788092285746,-0.8641148417942255,-0.814144880290157,-0.4955788092285746,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000819,Mesenchymal,0.2472765387496052,-0.4685056872762976,0.2472765387496052,-0.0689066235518724,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000571,Mesenchymal,0.851124203266604,-0.2724650557686128,0.851124203266604,-0.0347895833598854,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000102,Mesenchymal,0.4453123550619349,0.2962363934676923,0.4453123550619349,-0.2402127261186305,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000634,Classical,0.1636965449379424,0.1636965449379424,-0.0300880587794972,-0.2269260762407195,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000137,Mesenchymal,0.289388411752619,-0.4252543983126619,0.289388411752619,-0.3894717181716575,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000445,Mesenchymal,0.092642986872452,-0.2282648294896986,0.092642986872452,-0.1533701958009848,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-001609,Classical,0.1198862185705731,0.1198862185705731,0.0038016343244431,-0.0039970499876053,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-001329,Proneural,0.6292348655152887,0.4303613900668672,-0.3838845485674304,0.6292348655152887,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
